id:ID(Document),name,dateCreated,fileFormat,additionalType,description,checksum,originalFileName
Library Faculty Meeting__Related Documents__2012-10-17_International_Energy_Research_Group,2012-10-17_International_Energy_Research_Group.pdf,2012-10-17,PDF,Related Documents,Related Documents document for Library Faculty Meeting dated 2012-10-17.,a47543787f9e7a9d82fa63df18a4b034ec8092d4b482edb7dcb86d46b2336b9a,2012-10-17_International_Energy_Research_Group.pdf
Library Faculty Meeting__Related Documents__Explanation_of_Budgetary_Slides,Explanation_of_Budgetary_Slides.doc,unknown,DOC,Related Documents,Related Documents document for Library Faculty Meeting.,611483de23366a74179ca39cd841dbbbd54ef30319d3ce5c57d6969f3310e818,Explanation_of_Budgetary_Slides.doc
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-04-16,Library Faculty Meeting_Minutes_2014-04-16.docx,2014-04-16,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2014-04-16.,4cc9df59cc67c24fa2c7d7923d15b85cb7a608528378e67637198c5dd2d756ed,Library_faculty_minutes_2014_04_16.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-03-12,Library Faculty Meeting_Minutes_2014-03-12.docx,2014-03-12,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2014-03-12.,cf5fa80430f5028ab5525c035c8b8309c2265b33d1e70cfb2249d3e3d2c191fe,Library_faculty_minutes_2014_03_12.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-04-11_1,Library Faculty Meeting_Minutes_2018-04-11_1.docx,unknown,DOCX,Minutes,Minutes document for Library Faculty Meeting.,71f5479af25a799bdd3dc960f546941a3087a51d9510ef25091226271ba524c8,Library Faculty Meeting_Minutes_2018-04-11_1.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,Library Faculty Meeting_Minutes_2019-09-18.docx,2019-09-18,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-09-18.,0dc5c3fd3e3c91418fded3a8fa0aee92afb74e1d81e259103f2b31b7d9345729,Library_faculty_minutes_2019_09_18.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-11-19,Library Faculty Meeting_Minutes_2014-11-19.docx,2014-11-19,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2014-11-19.,ed1c1dec4bf6ccd26eb18d65998a37dc718ddde50a32ef3034f3d77685bd6a16,Faculty-Meeting-Minutes-11-19-2014.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1.docx,unknown,DOCX,Minutes,Minutes document for Library Faculty Meeting.,e96987a17e3649af19a3343d20b6543534378be0165d335b89ba34cd9457e637,FacultyMinutes12062017Final-1.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-10-10,Library Faculty Meeting_Minutes_2018-10-10.docx,2018-10-10,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-10-10.,8c1407ba159001433b00f3ed395fb9e19e00bdb055bd26253ca0406e8602febb,Library_faculty_minutes_2018_10_10.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-06-23,Library Faculty Meeting_Minutes_2015-06-23.docx,2015-06-23,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2015-06-23.,1b2ecaa54a2643855e01f61d9152e694fcd7f34242027191263d68184c14e5fb,Library_faculty_minutes_2015_06_23.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Library Faculty Meeting_Minutes_2012-10-17.docx,2012-10-17,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2012-10-17.,8913d75b3b5479b66f6907ed10049430af0228088ea5a995c4e9c15395bf16da,Library_faculty_minutes_2012_10_17.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,Library Faculty Meeting_Minutes_2013-03-13.docx,2013-03-13,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-03-13.,067ed31c84a635c2ffbe89c2657035199ee469c6bc16a8a7452096076ed421ea,Library_faculty_minutes_2013_03_13.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-04-17,Library Faculty Meeting_Minutes_2013-04-17.docx,2013-04-17,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-04-17.,49332ce7ade3d9c6e570f996ca81d4f3973886200b1bcb8bfa6989811f8bfd4a,Library_faculty_minutes_2013_04_17.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-04-10,Library Faculty Meeting_Minutes_2019-04-10.docx,2019-04-10,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-04-10.,8e7a0ea303547a8f373d2894d8c8d8f1dd1577f75e2e4c49cc8e1ba93554c704,Library_faculty_minutes_2019_04_10.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-03-11,Library Faculty Meeting_Minutes_2015-03-11.docx,2015-03-11,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2015-03-11.,f7d62d2a8bcd1b4e9a7cc3c078729b8aa5b958323218c7ca42cfc2456cb94a33,Faculty-Meeting-Minutes-03-11-2015.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-09-24,Library Faculty Meeting_Minutes_2014-09-24.docx,2014-09-24,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2014-09-24.,97b83eef9c0c104060446450ca9248237bfc18d6f90396da936782f3a9e85386,Faculty-Meeting-Minutes-09-24-2014.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes11012017-Final-1,Library Faculty Meeting_Minutes_unknown_FacultyMinutes11012017-Final-1.docx,unknown,DOCX,Minutes,Minutes document for Library Faculty Meeting.,634aad18a828bd77be6194b1bd5eeca84645b16ee9dea47b5ce573606088e417,FacultyMinutes11012017-Final-1.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,Library Faculty Meeting_Minutes_2013-10-23.docx,2013-10-23,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-10-23.,14ace1d2df252ab996daf1e08d4805f977a3a305d184294ae50f19e844454b7e,Library_faculty_minutes_2013_10_23.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-03-09,Library Faculty Meeting_Minutes_2016-03-09.pdf,2016-03-09,PDF,Minutes,Minutes document for Library Faculty Meeting dated 2016-03-09.,9859d1bea59d2e8eda097902a6ce5da62c6e7a0af3ef141e1e39cab11cd5bf26,Minutes2016-03-09-Final.pdf
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-02-11,Library Faculty Meeting_Minutes_2015-02-11.docx,2015-02-11,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2015-02-11.,eb0f0c8d0d6526a77b77e2b2668c655603c03781ae01888453177ea0a8725660,Library_faculty_minutes_2015_02_11.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,Library Faculty Meeting_Minutes_2019-10-09.docx,2019-10-09,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-10-09.,fc74dd265b309b18182449c88c9c9dce5460b15a2d4e82f90b34653b4b09c751,Library_faculty_minutes_2019_10_9.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,Library Faculty Meeting_Minutes_2017-04-12.docx,2017-04-12,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2017-04-12.,f2c6b16618b51763a7dc11ac0d08c67dcc8b9cc24076a6c542e411743637f98a,Library_faculty_minutes_2017_04_12.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,Library Faculty Meeting_Minutes_2018-06-13.docx,2018-06-13,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-06-13.,5df9fefebc8a778332e3eb37cf73f69343c5ab2929d093c9b9fb4a5998f34b8a,Library_faculty_minutes_2018_06_13.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_Facutly-Meeting-Minutes-04-15-2015,Library Faculty Meeting_Minutes_unknown_Facutly-Meeting-Minutes-04-15-2015.docx,unknown,DOCX,Minutes,Minutes document for Library Faculty Meeting.,5cca2018617ce67ee427a122a289e0f2c858778bd7e1e191b21fdf8cd239bccd,Facutly-Meeting-Minutes-04-15-2015.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-11-11,Library Faculty Meeting_Minutes_2019-11-11.docx,2019-11-11,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-11-11.,d7cd8cef6d2d8721f6db5622895c4b44879b2f5a83817a68410feb1853164db0,Faculty_Comm_minutes_2019_11_11.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Library Faculty Meeting_Minutes_2013-02-06.docx,2013-02-06,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-02-06.,05bce2652b17f7adae2c317303aefc41a94e380df5e397c91e256e1863e5f011,Library_faculty_minutes_2013_02_06.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-12-07,Library Faculty Meeting_Minutes_2016-12-07.docx,2016-12-07,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2016-12-07.,ddce9f32508f92193355c5842fd114cd758e8c06fd7f8f0dffe2efd591fc0bff,Library_faculty_minutes_2016_12_07.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-09-23,Library Faculty Meeting_Minutes_2015-09-23.docx,2015-09-23,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2015-09-23.,91a1731378b5da6e73d12c3e96e2c57e936c572371c2228e40de635587d500e5,Library_faculty_minutes_2015_09_23.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-09-13,Library Faculty Meeting_Minutes_2017-09-13.docx,2017-09-13,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2017-09-13.,f19ba48c75c884e6ea0eb172866f7305d1cf54eb621ef31e0653404ee1ccb2aa,Faculty-Meeting-Minutes-09-13-2017.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-11-20,Library Faculty Meeting_Minutes_2013-11-20.docx,2013-11-20,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-11-20.,ab7fd083ad1dd0c4861fe42b868346be88829f1179b97ecbbee0c3f2bda5cf17,Library_faculty_minutes_2013_11_20.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-06-21,Library Faculty Meeting_Minutes_2017-06-21.docx,2017-06-21,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2017-06-21.,b6103d2e3489705c9bb95be398563c6feebd5df0d1dc36634a47c3f8eb563c60,Library_faculty_minutes_2017_06_21.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-09-21,Library Faculty Meeting_Minutes_2016-09-21.docx,2016-09-21,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2016-09-21.,307f1936b646be44bf9e11b87d0daa4322f7b1a28f5e20358d63c5a534559f7c,Library_faculty_minutes_2016_09_21.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-02-10,Library Faculty Meeting_Minutes_2016-02-10.docx,2016-02-10,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2016-02-10.,e74dbe0f3b3749ba1e9f681273f289534b0e5be8a8a90366802ff9e2a8827c08,Library_faculty_minutes_2016_02_10.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-12-05,Library Faculty Meeting_Minutes_2018-12-05.docx,2018-12-05,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-12-05.,7eec534f085eb273cf436a23d06dbf73fde154e378c6c5cf0f835d5e9c1615d9,Library_faculty_minutes_2018_12_05.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-12-02,Library Faculty Meeting_Minutes_2015-12-02.docx,2015-12-02,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2015-12-02.,0eeaef4e3be02584199e6ecf18c0f7397fc527320a8bc3a83f6ca48a3ab20bb9,Library_faculty_minutes_2015_12_2.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-02-08,Library Faculty Meeting_Minutes_2017-02-08.docx,2017-02-08,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2017-02-08.,9a9659f08786e3802bde81f2fb0ab9e2d6e1b614bc95accf3022aa5bfabe3ca1,Library_faculty_minutes_2017_02_08.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-04-11,Library Faculty Meeting_Minutes_2018-04-11.docx,2018-04-11,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-04-11.,55967f1a87201e3128473f19f20e25c6d7c5dfac08f1c8c01719086521b49cf9,Library_faculty_minutes_2018_04_11.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-03-06,Library Faculty Meeting_Minutes_2019-03-06.docx,2019-03-06,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-03-06.,d713360983cb83e3384e79b86aca5a7ce68c50b5c0b57dca2950e744230af710,Library_faculty_minutes_2019_03_06.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,Library Faculty Meeting_Minutes_2018-03-14.docx,2018-03-14,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-03-14.,fb536e742cafcc9ea62ef8794363fe5d513abef5734324594d41082f92aee3fa,Faculty-Minutes-03-14-2018.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-07-09,Library Faculty Meeting_Minutes_2014-07-09.docx,2014-07-09,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2014-07-09.,b142a0c9600ab4498743eb5de44e11bda3d6ec1190ebaa4c5298215bed35441a,Library_faculty_minutes_2014_07_09.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-09-19,Library Faculty Meeting_Minutes_2012-09-19.docx,2012-09-19,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2012-09-19.,bb2489557d5b8a5e56ced52f13b5b3debbf6cc96a3f8360258cc43bd9de1833a,Library_faculty_minutes_2012_09_19.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,Library Faculty Meeting_Minutes_2013-09-26.docx,2013-09-26,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2013-09-26.,b98e24bee1936668e403a93b952154b00afd1ebb0996deb53f2c742ae0849c6b,Library_faculty_minutes_2013_09_26.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-04-13,Library Faculty Meeting_Minutes_2016-04-13.docx,2016-04-13,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2016-04-13.,895163731f0e3696672ffc1431bdb248c6a377dddaf6ab1be023118ce6b7968f,Library_faculty_minutes_2016_04_13.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,Library Faculty Meeting_Minutes_2019-06-12.docx,2019-06-12,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-06-12.,58003b345edd0765ac770f5135d117929ed9bbcf53a67be718b46f343445fe64,Library_faculty_minutes_2019_06_12.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-11-14,Library Faculty Meeting_Minutes_2012-11-14.docx,2012-11-14,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2012-11-14.,5b7d6fa0849ff9aa9a528f74ccf3381f88a0296026a7fafd22b47c74f0eeb3f0,Library_faculty_minutes_2012_11_14.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Library Faculty Meeting_Minutes_2019-02-06.docx,2019-02-06,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2019-02-06.,73c3356207aaa3170d0a59762115002c0aaa1007f00e392db5c557f5900e6926,Library_faculty_meeting_2019_02_06.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Library Faculty Meeting_Minutes_2018-09-12.docx,2018-09-12,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2018-09-12.,e1f2a9cc7aa317614b2fc367edc230958136e29799dd59a93c0ed9cc93de50e6,Library_faculty_minutes_2018_09_12.docx
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Library Faculty Meeting_Minutes_2017-03-08.docx,2017-03-08,DOCX,Minutes,Minutes document for Library Faculty Meeting dated 2017-03-08.,94bfe5dfce528f670fda8b8e58d71d4c772ad11d9230e0546c7eb55d6010af9d,Faculty-Meeting-Minutes-03-08-2017.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-11-01,Library Faculty Meeting_Agendas_2017-11-01.docx,2017-11-01,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2017-11-01.,42cfdea1c04c2cb09a7301cd35af6e7dcc4ace625d2875c7873386e9e5d12b01,Faculty-Meeting-Agenda-for-November-1-2017.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2012-10-17,Library Faculty Meeting_Agendas_2012-10-17.docx,2012-10-17,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2012-10-17.,e8119225dba66c1a65ac201ed3b7497cae2bea605dc530bffd2ca6556a51f983,Library_faculty_agenda_2012_10_17.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-10-10,Library Faculty Meeting_Agendas_2018-10-10.docx,2018-10-10,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2018-10-10.,ab9b04242e377bf7c2b7b0cb24c5954106a169201ca3e10123d0062595b8c950,Library_faculty_agenda_2018_10_10.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,Library Faculty Meeting_Agendas_2015-06-23.docx,2015-06-23,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2015-06-23.,584bbce8944f19ab55b9e40207d02486ab18f19c6ef74ae8d6056cff53edd309,Library_faculty_agenda_2015_06_23.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,Library Faculty Meeting_Agendas_2017-12-06.docx,2017-12-06,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2017-12-06.,12ae655e9eae5ec8a6d94b2cc4faabd3cb805e3c3c3f99bba517b35a26feb11a,AgendaFacultyMeeting12062017.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-03-01,Library Faculty Meeting_Agendas_2018-03-01.docx,2018-03-01,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2018-03-01.,80f30d46ad55e898927c79708795314273a81cdefcba1ee13462e10e401fce81,Faculty-Meeting-Agenda-2018-03.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-09-18,Library Faculty Meeting_Agendas_2019-09-18.docx,2019-09-18,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2019-09-18.,1417bbf5849abb6b25df6b76e79b45d8aa13ba185f879d4234141ccc3fec5b50,Library_faculty_agenda_2019_09_18.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,Library Faculty Meeting_Agendas_2014-11-19.docx,2014-11-19,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2014-11-19.,7f58aebfb0b3c7cb8addf1b51de28e0b307070d62c459080160c4f49c915d3ad,Faculty-Meeting-Agenda-11-19-2014.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,Library Faculty Meeting_Agendas_2014-04-16.docx,2014-04-16,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2014-04-16.,428ba91bef3a5b75a165d364d9cc7ec546caf8d217339f78eedee6eec303b399,Library_faculty_agenda_2014_04_16.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-03-12,Library Faculty Meeting_Agendas_2014-03-12.docx,2014-03-12,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2014-03-12.,8c49f9ba0590163aad14950b1a97b3a5acd8310197b01ac8753bef63057a82f6,Library_faculty_agenda_2014_03_12.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-06-13,Library Faculty Meeting_Agendas_2018-06-13.docx,2018-06-13,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2018-06-13.,8abdbab1ba1d08446188dd11b1b52199266c04494c4fff677da2c1ba51e129c1,Library_faculty_agenda_2018_06_13.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-04-12,Library Faculty Meeting_Agendas_2017-04-12.docx,2017-04-12,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2017-04-12.,fd750e8e3d68c15a1b7e874c877d7daf47bfd90df2fd76f526e8557025d30980,Library_faculty_agenda_2017_04_12.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,Library Faculty Meeting_Agendas_2015-02-11.docx,2015-02-11,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2015-02-11.,0fdefe6d55733ae24785ca1edfc30decb3ea64ad9888f24d388e8424e253136d,Library_faculty_agenda_2015_02_11.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,Library Faculty Meeting_Agendas_2016-03-09.docx,2016-03-09,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2016-03-09.,f3bcd73eee33681ca6e3323ba3e227e0b020bb94b3498c394f4d0c0380aa5d0a,Library_faculty_agenda_2016_03_9.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-10-09,Library Faculty Meeting_Agendas_2019-10-09.docx,2019-10-09,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2019-10-09.,eeb011c458470d159d9d9b635c45e225aba9e3c393d2347e245b12c79d63c88b,Library_faculty_agenda_2019_10_9.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-04-15,Library Faculty Meeting_Agendas_2015-04-15.docx,2015-04-15,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2015-04-15.,d710a725c4c2a22f1653e24c6582eefcb21b21d8d2d8b6f97f72ce4536c13cc5,Faculty-Meeting-Agenda-04-15-2015.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-03-11,Library Faculty Meeting_Agendas_2015-03-11.docx,2015-03-11,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2015-03-11.,4971364a0a47acf78d5b30093f6b1749ce34c699bf9344e4e191527a6e81161f,Library_faculty_agenda_2015_03_11.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-04-11_1,Library Faculty Meeting_Agendas_2018-04-11_1.docx,unknown,DOCX,Agendas,Agendas document for Library Faculty Meeting.,724c82c1f725ec74b0e96aa797401d0bfaf1beaf8949d8f71a808b41fa8d3b40,Library Faculty Meeting_Agendas_2018-04-11_1.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,Library Faculty Meeting_Agendas_2013-10-23.docx,2013-10-23,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2013-10-23.,969bbe290439c877b5133262cc6f061e246205456d95fe2a9f27570a9fcda7c8,Library_faculty_agenda_2013_10_23.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,Library Faculty Meeting_Agendas_2014-09-24.docx,2014-09-24,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2014-09-24.,2b833934a657e523f4ab8b247cc0c8f6113a9f7ff78f4c745e5c8e5a52800dbf,Faculty-Meeting-Agenda-09-24-2014.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-04-10,Library Faculty Meeting_Agendas_2019-04-10.docx,2019-04-10,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2019-04-10.,12ef76ee0be00542c93bf0d121ea117e4396070b56f00cdb483c2730f527d694,Library_faculty_agenda_2019_04_10.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-03-13,Library Faculty Meeting_Agendas_2013-03-13.docx,2013-03-13,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2013-03-13.,37781de8c5743416a7e15a16ebbc11e1b10663963c4f830e0c5173df4695df16,Library_faculty_agenda_2013_03_13.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-04-17,Library Faculty Meeting_Agendas_2013-04-17.docx,2013-04-17,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2013-04-17.,74c1716d4467dbc03fe32f8f212ba6df263c66ab20e8045f891f6ce66fa1111c,Library_faculty_agenda_2013_04_17.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-02-10,Library Faculty Meeting_Agendas_2016-02-10.docx,2016-02-10,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2016-02-10.,0ad599879a81c7514aee0278e94bdcd114f5a36102b7a1e2ad51e97bec3fe591,Library_faculty_agenda_2016_02_10.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-09-21,Library Faculty Meeting_Agendas_2016-09-21.docx,2016-09-21,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2016-09-21.,f50a8dcafbfff6fa3df1052bb52d6ae606cbde4ca50c4ce443f6a2712c252bae,Library_faculty_agenda_2016_09_21.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-12-05,Library Faculty Meeting_Agendas_2018-12-05.docx,2018-12-05,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2018-12-05.,0d86226f85d3478c50b0cb9571adab7efbdd7fff1044527759df764aee52c9ce,Library_faculty_agenda_2018_12_05.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-06-21,Library Faculty Meeting_Agendas_2017-06-21.docx,2017-06-21,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2017-06-21.,30f7fb79832c5f71ee110a7d4158ab9f98b3b3e9d16dd9b0f3d3d502fc4e8b9d,Library_faculty_agenda_2017_06_21.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-09-23,Library Faculty Meeting_Agendas_2015-09-23.docx,2015-09-23,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2015-09-23.,6755190115556b0f9c7d4dcc01063a7eaf28ccd2db45df1b0b681a0a49f66acf,Library_faculty_agenda_2015_09_23.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-09-13,Library Faculty Meeting_Agendas_2017-09-13.docx,2017-09-13,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2017-09-13.,3ff5a56fee394852444e4d3f2c652099b7f4a023fb1a1458ff9b1e392b9db840,Library_faculty_agenda_2017_09_13.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-11-20,Library Faculty Meeting_Agendas_2013-11-20.docx,2013-11-20,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2013-11-20.,7b2e95b472fcf4646852179d85838ba871ddee4b8661aa570737600a960cb3b4,Library_faculty_agenda_2013_11_20.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-02-06,Library Faculty Meeting_Agendas_2013-02-06.docx,2013-02-06,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2013-02-06.,b551e0e2d6255d275838db6eb353cb40554a56ca0c0bcb373c4747c32879d530,Library_faculty_agenda_2013_02_06.docx
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-11-11,Library Faculty Meeting_Agendas_2019-11-11.docx,2019-11-11,DOCX,Agendas,Agendas document for Library Faculty Meeting dated 2019-11-11.,36f40c98f35b77dd77410997ce03102879785cd2c09a139f43caea22d1c387c6,Faculty_Comm_agenda_2019_11_11.docx
